países;quantidade;valor;ano;opcao
Geórgia;-;-;1973;Vinhos de mesa
Geórgia do Sul e Sandwich do Sul, Ilhas;-;-;1973;Vinhos de mesa
Grécia;-;-;1973;Vinhos de mesa
Hong Kong;-;-;1973;Vinhos de mesa
Hungria;-;-;1973;Vinhos de mesa
Indonésia;-;-;1973;Vinhos de mesa
Irlanda;-;-;1973;Vinhos de mesa
Israel;-;-;1973;Vinhos de mesa
Itália;258.754;186.334;1973;Vinhos de mesa
Japão;-;-;1973;Vinhos de mesa
Iugoslávia;1.251;813;1973;Vinhos de mesa
Líbano;-;-;1973;Vinhos de mesa
Luxemburgo;-;-;1973;Vinhos de mesa
Macedônia;-;-;1973;Vinhos de mesa
Marrocos;-;-;1973;Vinhos de mesa
México;-;-;1973;Vinhos de mesa
Moldávia;-;-;1973;Vinhos de mesa
Montenegro;-;-;1973;Vinhos de mesa
Noruega;-;-;1973;Vinhos de mesa
Nova Zelândia;-;-;1973;Vinhos de mesa
Países Baixos (Holanda);-;-;1973;Vinhos de mesa
Panamá;-;-;1973;Vinhos de mesa
Peru;-;-;1973;Vinhos de mesa
Porto Rico;-;-;1973;Vinhos de mesa
Portugal;2.818.320;2.238.637;1973;Vinhos de mesa
Reino Unido;-;-;1973;Vinhos de mesa
Republica Dominicana;-;-;1973;Vinhos de mesa
Romênia;-;-;1973;Vinhos de mesa
Rússia;-;-;1973;Vinhos de mesa
San Marino;-;-;1973;Vinhos de mesa
Sérvia;-;-;1973;Vinhos de mesa
Síria;-;-;1973;Vinhos de mesa
Suazilândia;-;-;1973;Vinhos de mesa
Suíça;-;-;1973;Vinhos de mesa
Tcheca, República;-;-;1973;Vinhos de mesa
Tunísia;-;-;1973;Vinhos de mesa
Turquia;-;-;1973;Vinhos de mesa
Ucrânia;-;-;1973;Vinhos de mesa
Uruguai;-;-;1973;Vinhos de mesa
Não consta na tabela;-;-;1973;Vinhos de mesa
Não declarados;-;-;1973;Vinhos de mesa
Outros;4.306;5.775;1973;Vinhos de mesa
Total;4.100.775;3.373.315;1973;Vinhos de mesa
Africa do Sul;-;-;1973;Espumantes
Alemanha;2.900;3.130;1973;Espumantes
Argentina;39.208;20.230;1973;Espumantes
Austrália;-;-;1973;Espumantes
Áustria;-;-;1973;Espumantes
Bermudas;-;-;1973;Espumantes
Bahamas;-;-;1973;Espumantes
Bélgica;-;-;1973;Espumantes
Brasil;-;-;1973;Espumantes
Bulgária;-;-;1973;Espumantes
Canada;-;-;1973;Espumantes
Chile;328;133;1973;Espumantes
Croácia;-;-;1973;Espumantes
Cuba;-;-;1973;Espumantes
Emirados Árabes Unidos;-;-;1973;Espumantes
Eslovênia;-;-;1973;Espumantes
Espanha;40.172;28.895;1973;Espumantes
Estados Unidos;-;-;1973;Espumantes
França;49.453;186.096;1973;Espumantes
Geórgia;-;-;1973;Espumantes
Granada;-;-;1973;Espumantes
Grécia;-;-;1973;Espumantes
Hong Kong;-;-;1973;Espumantes
Hungria;-;-;1973;Espumantes
Indonésia;-;-;1973;Espumantes
Irlanda;-;-;1973;Espumantes
Israel;27;36;1973;Espumantes
Itália;5.854;5.395;1973;Espumantes
Luxemburgo;-;-;1973;Espumantes
México;-;-;1973;Espumantes
Moldávia;-;-;1973;Espumantes
Nova Zelândia;-;-;1973;Espumantes
Países Baixos;-;-;1973;Espumantes
Panamá;-;-;1973;Espumantes
Peru;-;-;1973;Espumantes
Portugal;30.074;39.670;1973;Espumantes
Reino Unido;-;-;1973;Espumantes
Romênia;-;-;1973;Espumantes
Suíça;-;-;1973;Espumantes
Tunísia;-;-;1973;Espumantes
Ucrânia;-;-;1973;Espumantes
Uruguai;-;-;1973;Espumantes
Não consta na tabela;-;-;1973;Espumantes
Não declarados;-;-;1973;Espumantes
Outros;24;10.054;1973;Espumantes
Total;168.040;293.639;1973;Espumantes
Argélia;-;-;1973;Uvas frescas
Argentina;396.840;253.061;1973;Uvas frescas
Brasil;-;-;1973;Uvas frescas
Chile;2.472.710;958.295;1973;Uvas frescas
Colômbia;63.645;37.098;1973;Uvas frescas
Egito;-;-;1973;Uvas frescas
Espanha;447.401;199.420;1973;Uvas frescas
Estados Unidos;119.095;79.765;1973;Uvas frescas
Grécia;90.000;35.000;1973;Uvas frescas
Itália;-;-;1973;Uvas frescas
México;2.500;1.500;1973;Uvas frescas
Peru;-;-;1973;Uvas frescas
Paraguai;-;-;1973;Uvas frescas
Portugal;-;-;1973;Uvas frescas
Panamá;-;-;1973;Uvas frescas
Reino Unido;-;-;1973;Uvas frescas
Uruguai;6.300;3.020;1973;Uvas frescas
Venezuela;4.672;9.185;1973;Uvas frescas
Não consta na tabela;-;-;1973;Uvas frescas
Outros;-;-;1973;Uvas frescas
Total;3.603.163;1.576.344;1973;Uvas frescas
Afeganistão;-;-;1973;Uvas passas
África do Sul;-;-;1973;Uvas passas
Alemanha, República Democrática;-;-;1973;Uvas passas
Arábia Saudita;-;-;1973;Uvas passas
Argentina;1.277.380;1.848.195;1973;Uvas passas
Austrália;-;-;1973;Uvas passas
Bélgica;-;-;1973;Uvas passas
Chile;59.747;66.242;1973;Uvas passas
China;-;-;1973;Uvas passas
China Continental;25.000;5.210;1973;Uvas passas
Cingapura;-;-;1973;Uvas passas
Costa Rica;-;-;1973;Uvas passas
Emirados;-;-;1973;Uvas passas
Espanha;144.000;170.234;1973;Uvas passas
Estados Unidos;538.195;700.181;1973;Uvas passas
França;-;-;1973;Uvas passas
Grécia;132.420;180.586;1973;Uvas passas
Guiana Britânica;-;-;1973;Uvas passas
Índia;-;-;1973;Uvas passas
Irã;-;-;1973;Uvas passas
Itália;59.136;25.428;1973;Uvas passas
Japão;-;-;1973;Uvas passas
México;28.906;24.653;1973;Uvas passas
Países Baixos;-;-;1973;Uvas passas
Paraguai;-;-;1973;Uvas passas
Peru;-;-;1973;Uvas passas
Portugal;-;-;1973;Uvas passas
Reino Unido;-;-;1973;Uvas passas
Suécia;-;-;1973;Uvas passas
Turquia;324.242;276.922;1973;Uvas passas
Uruguai;-;-;1973;Uvas passas
Uzbequistão;-;-;1973;Uvas passas
Venezuela;256;686;1973;Uvas passas
Não consta na tabela;-;-;1973;Uvas passas
Outros;-;-;1973;Uvas passas
Total;2.589.282;3.298.337;1973;Uvas passas
Africa do Sul;-;-;1973;Suco de uva
Alemanha;-;-;1973;Suco de uva
Argentina;3.600;1.350;1973;Suco de uva
Austria;-;-;1973;Suco de uva
Canadá;-;-;1973;Suco de uva
Coreia do Sul, República;-;-;1973;Suco de uva
Coreia do Norte, República;-;-;1973;Suco de uva
Chile;-;-;1973;Suco de uva
China;-;-;1973;Suco de uva
Dinamarca;80;38;1973;Suco de uva
Espanha;-;-;1973;Suco de uva
Estados Unidos;7;7;1973;Suco de uva
França;27;36;1973;Suco de uva
Guiana;35;12;1973;Suco de uva
Israel;-;-;1973;Suco de uva
itália;-;-;1973;Suco de uva
Japão;-;-;1973;Suco de uva
Líbano;-;-;1973;Suco de uva
México;-;-;1973;Suco de uva
Países Baixos;-;-;1973;Suco de uva
Panamá;-;-;1973;Suco de uva
Peru;-;-;1973;Suco de uva
Portugal;1.402;732;1973;Suco de uva
Reino Unido;244;129;1973;Suco de uva
Taiwan;-;-;1973;Suco de uva
Turquia;-;-;1973;Suco de uva
Uruguai;-;-;1973;Suco de uva
Venezuela;127;185;1973;Suco de uva
Outros;-;-;1973;Suco de uva
Total;5.522;2.489;1973;Suco de uva
Africa do Sul;-;-;1974;Vinhos de mesa
Alemanha;219.173;202.502;1974;Vinhos de mesa
Argélia;-;-;1974;Vinhos de mesa
Arábia Saudita;-;-;1974;Vinhos de mesa
Argentina;215.930;167.473;1974;Vinhos de mesa
Armênia;-;-;1974;Vinhos de mesa
Austrália;-;-;1974;Vinhos de mesa
Áustria;5.301;7.394;1974;Vinhos de mesa
Bermudas;-;-;1974;Vinhos de mesa
Bélgica;-;-;1974;Vinhos de mesa
Bolívia;-;-;1974;Vinhos de mesa
Bósnia-Herzegovina;-;-;1974;Vinhos de mesa
Brasil;-;-;1974;Vinhos de mesa
Bulgária;-;-;1974;Vinhos de mesa
Canada;-;-;1974;Vinhos de mesa
Chile;550.691;429.885;1974;Vinhos de mesa
China;-;-;1974;Vinhos de mesa
Coreia do Sul, República;-;-;1974;Vinhos de mesa
Croácia;-;-;1974;Vinhos de mesa
Cuba;-;-;1974;Vinhos de mesa
Emirados Árabes Unidos;-;-;1974;Vinhos de mesa
Eslovênia;-;-;1974;Vinhos de mesa
Eslováquia;-;-;1974;Vinhos de mesa
Espanha;362.577;215.208;1974;Vinhos de mesa
Estados Unidos;-;-;1974;Vinhos de mesa
França;316.584;465.175;1974;Vinhos de mesa
Geórgia;-;-;1974;Vinhos de mesa
Geórgia do Sul e Sandwich do Sul, Ilhas;-;-;1974;Vinhos de mesa
Grécia;-;-;1974;Vinhos de mesa
Hong Kong;-;-;1974;Vinhos de mesa
Hungria;-;-;1974;Vinhos de mesa
Indonésia;-;-;1974;Vinhos de mesa
Irlanda;-;-;1974;Vinhos de mesa
Israel;-;-;1974;Vinhos de mesa
Itália;305.763;278.089;1974;Vinhos de mesa
Japão;-;-;1974;Vinhos de mesa
Iugoslávia;2.520;1.804;1974;Vinhos de mesa
Líbano;-;-;1974;Vinhos de mesa
Luxemburgo;-;-;1974;Vinhos de mesa
Macedônia;-;-;1974;Vinhos de mesa
Marrocos;-;-;1974;Vinhos de mesa
México;-;-;1974;Vinhos de mesa
Moldávia;-;-;1974;Vinhos de mesa
Montenegro;-;-;1974;Vinhos de mesa
Noruega;-;-;1974;Vinhos de mesa
Nova Zelândia;-;-;1974;Vinhos de mesa
Países Baixos (Holanda);-;-;1974;Vinhos de mesa
Panamá;-;-;1974;Vinhos de mesa
Peru;-;-;1974;Vinhos de mesa
Porto Rico;-;-;1974;Vinhos de mesa
Portugal;2.245.288;1.917.710;1974;Vinhos de mesa
Reino Unido;-;-;1974;Vinhos de mesa
Republica Dominicana;-;-;1974;Vinhos de mesa
Romênia;-;-;1974;Vinhos de mesa
Rússia;-;-;1974;Vinhos de mesa
San Marino;-;-;1974;Vinhos de mesa
Sérvia;-;-;1974;Vinhos de mesa
Síria;-;-;1974;Vinhos de mesa
Suazilândia;-;-;1974;Vinhos de mesa
Suíça;-;-;1974;Vinhos de mesa
Tcheca, República;-;-;1974;Vinhos de mesa
Tunísia;-;-;1974;Vinhos de mesa
Turquia;-;-;1974;Vinhos de mesa
Ucrânia;-;-;1974;Vinhos de mesa
Uruguai;-;-;1974;Vinhos de mesa
Não consta na tabela;-;-;1974;Vinhos de mesa
Não declarados;-;-;1974;Vinhos de mesa
Outros;21.501;28.163;1974;Vinhos de mesa
Total;4.245.328;3.713.403;1974;Vinhos de mesa
Africa do Sul;-;-;1974;Espumantes
Alemanha;1.667;2.128;1974;Espumantes
Argentina;2.831;3.035;1974;Espumantes
Austrália;-;-;1974;Espumantes
Áustria;-;-;1974;Espumantes
Bermudas;-;-;1974;Espumantes
Bahamas;-;-;1974;Espumantes
Bélgica;-;-;1974;Espumantes
Brasil;-;-;1974;Espumantes
Bulgária;-;-;1974;Espumantes
Canada;-;-;1974;Espumantes
Chile;180;340;1974;Espumantes
Croácia;-;-;1974;Espumantes
Cuba;-;-;1974;Espumantes
Emirados Árabes Unidos;-;-;1974;Espumantes
Eslovênia;-;-;1974;Espumantes
Espanha;41.971;36.350;1974;Espumantes
Estados Unidos;-;-;1974;Espumantes
França;83.575;335.930;1974;Espumantes
Geórgia;-;-;1974;Espumantes
Granada;-;-;1974;Espumantes
Grécia;-;-;1974;Espumantes
Hong Kong;-;-;1974;Espumantes
Hungria;-;-;1974;Espumantes
Indonésia;-;-;1974;Espumantes
Irlanda;-;-;1974;Espumantes
Israel;-;-;1974;Espumantes
Itália;24.637;24.784;1974;Espumantes
Luxemburgo;-;-;1974;Espumantes
México;-;-;1974;Espumantes
Moldávia;-;-;1974;Espumantes
Nova Zelândia;-;-;1974;Espumantes
Países Baixos;-;-;1974;Espumantes
Panamá;-;-;1974;Espumantes
Peru;-;-;1974;Espumantes
Portugal;15.886;29.585;1974;Espumantes
Reino Unido;-;-;1974;Espumantes
Romênia;-;-;1974;Espumantes
Suíça;-;-;1974;Espumantes
Tunísia;-;-;1974;Espumantes
Ucrânia;-;-;1974;Espumantes
Uruguai;-;-;1974;Espumantes
Não consta na tabela;-;-;1974;Espumantes
Não declarados;-;-;1974;Espumantes
Outros;1.801;2.999;1974;Espumantes
Total;172.548;435.151;1974;Espumantes
Argélia;-;-;1974;Uvas frescas
Argentina;1.179.250;591.328;1974;Uvas frescas
Brasil;-;-;1974;Uvas frescas
Chile;2.154.407;958.383;1974;Uvas frescas
Colômbia;131.888;85.894;1974;Uvas frescas
Egito;-;-;1974;Uvas frescas
Espanha;440.559;210.385;1974;Uvas frescas
Estados Unidos;59.064;40.145;1974;Uvas frescas
Grécia;-;-;1974;Uvas frescas
Itália;-;-;1974;Uvas frescas
México;-;-;1974;Uvas frescas
Peru;-;-;1974;Uvas frescas
Paraguai;-;-;1974;Uvas frescas
Portugal;-;-;1974;Uvas frescas
Panamá;-;-;1974;Uvas frescas
Reino Unido;-;-;1974;Uvas frescas
Uruguai;-;-;1974;Uvas frescas
Venezuela;4.006;6.239;1974;Uvas frescas
Não consta na tabela;-;-;1974;Uvas frescas
Outros;-;-;1974;Uvas frescas
Total;3.969.174;1.892.374;1974;Uvas frescas
Afeganistão;-;-;1974;Uvas passas
África do Sul;-;-;1974;Uvas passas
Alemanha, República Democrática;-;-;1974;Uvas passas
Arábia Saudita;-;-;1974;Uvas passas
Argentina;1.004.987;1.154.210;1974;Uvas passas
Austrália;88.754;88.567;1974;Uvas passas
Bélgica;-;-;1974;Uvas passas
Chile;-;-;1974;Uvas passas
China;-;-;1974;Uvas passas
China Continental;-;-;1974;Uvas passas
Cingapura;-;-;1974;Uvas passas
Costa Rica;-;-;1974;Uvas passas
Emirados;-;-;1974;Uvas passas
Espanha;9.500;14.640;1974;Uvas passas
Estados Unidos;953.941;1.447.142;1974;Uvas passas
França;-;-;1974;Uvas passas
Grécia;139.103;149.364;1974;Uvas passas
Guiana Britânica;-;-;1974;Uvas passas
Índia;-;-;1974;Uvas passas
Irã;-;-;1974;Uvas passas
Itália;69.650;41.790;1974;Uvas passas
Japão;-;-;1974;Uvas passas
México;40.000;60.896;1974;Uvas passas
Países Baixos;-;-;1974;Uvas passas
Paraguai;-;-;1974;Uvas passas
Peru;-;-;1974;Uvas passas
Portugal;-;-;1974;Uvas passas
Reino Unido;-;-;1974;Uvas passas
Suécia;-;-;1974;Uvas passas
Turquia;116.338;118.050;1974;Uvas passas
Uruguai;-;-;1974;Uvas passas
Uzbequistão;-;-;1974;Uvas passas
Venezuela;561;1.236;1974;Uvas passas
Não consta na tabela;-;-;1974;Uvas passas
Outros;-;-;1974;Uvas passas
Total;2.422.834;3.075.895;1974;Uvas passas
Africa do Sul;-;-;1974;Suco de uva
Alemanha;-;-;1974;Suco de uva
Argentina;10.200;3.500;1974;Suco de uva
Austria;-;-;1974;Suco de uva
Canadá;-;-;1974;Suco de uva
Coreia do Sul, República;-;-;1974;Suco de uva
Coreia do Norte, República;-;-;1974;Suco de uva
Chile;-;-;1974;Suco de uva
China;-;-;1974;Suco de uva
Dinamarca;-;-;1974;Suco de uva
Espanha;-;-;1974;Suco de uva
Estados Unidos;731;406;1974;Suco de uva
França;-;-;1974;Suco de uva
Guiana;-;-;1974;Suco de uva
Israel;18;8;1974;Suco de uva
itália;-;-;1974;Suco de uva
Japão;-;-;1974;Suco de uva
Líbano;-;-;1974;Suco de uva
México;-;-;1974;Suco de uva
Países Baixos;-;-;1974;Suco de uva
Panamá;-;-;1974;Suco de uva
Peru;-;-;1974;Suco de uva
Portugal;-;-;1974;Suco de uva
Reino Unido;-;-;1974;Suco de uva
Taiwan;-;-;1974;Suco de uva
Turquia;-;-;1974;Suco de uva
Uruguai;-;-;1974;Suco de uva
Venezuela;-;-;1974;Suco de uva
Outros;-;-;1974;Suco de uva
Total;10.949;3.914;1974;Suco de uva
Africa do Sul;-;-;1975;Vinhos de mesa
Alemanha;134.354;149.931;1975;Vinhos de mesa
Argélia;-;-;1975;Vinhos de mesa
Arábia Saudita;-;-;1975;Vinhos de mesa
Argentina;145.823;90.855;1975;Vinhos de mesa
Armênia;-;-;1975;Vinhos de mesa
Austrália;-;-;1975;Vinhos de mesa
Áustria;8.835;5.560;1975;Vinhos de mesa
Bermudas;-;-;1975;Vinhos de mesa
Bélgica;-;-;1975;Vinhos de mesa
Bolívia;-;-;1975;Vinhos de mesa
Bósnia-Herzegovina;-;-;1975;Vinhos de mesa
Brasil;-;-;1975;Vinhos de mesa
Bulgária;-;-;1975;Vinhos de mesa
Canada;-;-;1975;Vinhos de mesa
Chile;952.233;764.780;1975;Vinhos de mesa
China;-;-;1975;Vinhos de mesa
Coreia do Sul, República;-;-;1975;Vinhos de mesa
Croácia;-;-;1975;Vinhos de mesa
Cuba;-;-;1975;Vinhos de mesa
Emirados Árabes Unidos;-;-;1975;Vinhos de mesa
Eslovênia;-;-;1975;Vinhos de mesa
Eslováquia;-;-;1975;Vinhos de mesa
Espanha;174.608;123.102;1975;Vinhos de mesa
Estados Unidos;965;3.761;1975;Vinhos de mesa
França;191.546;278.746;1975;Vinhos de mesa
Geórgia;-;-;1975;Vinhos de mesa
Geórgia do Sul e Sandwich do Sul, Ilhas;-;-;1975;Vinhos de mesa
Grécia;-;-;1975;Vinhos de mesa
Hong Kong;-;-;1975;Vinhos de mesa
Hungria;-;-;1975;Vinhos de mesa
Indonésia;-;-;1975;Vinhos de mesa
Irlanda;-;-;1975;Vinhos de mesa
Israel;-;-;1975;Vinhos de mesa
Itália;250.541;244.731;1975;Vinhos de mesa
Japão;-;-;1975;Vinhos de mesa
Iugoslávia;7.969;5.128;1975;Vinhos de mesa
Líbano;-;-;1975;Vinhos de mesa
Luxemburgo;-;-;1975;Vinhos de mesa
Macedônia;-;-;1975;Vinhos de mesa
Marrocos;-;-;1975;Vinhos de mesa
México;-;-;1975;Vinhos de mesa
Moldávia;-;-;1975;Vinhos de mesa
Montenegro;-;-;1975;Vinhos de mesa
Noruega;-;-;1975;Vinhos de mesa
Nova Zelândia;-;-;1975;Vinhos de mesa
Países Baixos (Holanda);-;-;1975;Vinhos de mesa
Panamá;-;-;1975;Vinhos de mesa
Peru;-;-;1975;Vinhos de mesa
Porto Rico;-;-;1975;Vinhos de mesa
Portugal;2.192.004;1.838.430;1975;Vinhos de mesa
Reino Unido;-;-;1975;Vinhos de mesa
Republica Dominicana;-;-;1975;Vinhos de mesa
Romênia;-;-;1975;Vinhos de mesa
Rússia;-;-;1975;Vinhos de mesa
San Marino;-;-;1975;Vinhos de mesa
Sérvia;-;-;1975;Vinhos de mesa
Síria;-;-;1975;Vinhos de mesa
Suazilândia;-;-;1975;Vinhos de mesa
Suíça;-;-;1975;Vinhos de mesa
Tcheca, República;-;-;1975;Vinhos de mesa
Tunísia;-;-;1975;Vinhos de mesa
Turquia;-;-;1975;Vinhos de mesa
Ucrânia;-;-;1975;Vinhos de mesa
Uruguai;-;-;1975;Vinhos de mesa
Não consta na tabela;-;-;1975;Vinhos de mesa
Não declarados;-;-;1975;Vinhos de mesa
Outros;18.132;13.989;1975;Vinhos de mesa
Total;4.077.010;3.519.013;1975;Vinhos de mesa
Africa do Sul;-;-;1975;Espumantes
Alemanha;355;937;1975;Espumantes
Argentina;11.120;5.732;1975;Espumantes
Austrália;-;-;1975;Espumantes
Áustria;-;-;1975;Espumantes
Bermudas;-;-;1975;Espumantes
Bahamas;-;-;1975;Espumantes
Bélgica;-;-;1975;Espumantes
Brasil;-;-;1975;Espumantes
Bulgária;-;-;1975;Espumantes
Canada;-;-;1975;Espumantes
Chile;672;1.140;1975;Espumantes
Croácia;-;-;1975;Espumantes
Cuba;-;-;1975;Espumantes
Emirados Árabes Unidos;-;-;1975;Espumantes
Eslovênia;-;-;1975;Espumantes
Espanha;54.863;51.166;1975;Espumantes
Estados Unidos;-;-;1975;Espumantes
França;17.770;80.649;1975;Espumantes
Geórgia;-;-;1975;Espumantes
Granada;-;-;1975;Espumantes
Grécia;-;-;1975;Espumantes
Hong Kong;-;-;1975;Espumantes
Hungria;-;-;1975;Espumantes
Indonésia;-;-;1975;Espumantes
Irlanda;-;-;1975;Espumantes
Israel;-;-;1975;Espumantes
Itália;22.782;19.240;1975;Espumantes
Luxemburgo;-;-;1975;Espumantes
México;-;-;1975;Espumantes
Moldávia;-;-;1975;Espumantes
Nova Zelândia;-;-;1975;Espumantes
Países Baixos;-;-;1975;Espumantes
Panamá;-;-;1975;Espumantes
Peru;-;-;1975;Espumantes
Portugal;2.147;3.798;1975;Espumantes
Reino Unido;-;-;1975;Espumantes
Romênia;-;-;1975;Espumantes
Suíça;-;-;1975;Espumantes
Tunísia;-;-;1975;Espumantes
Ucrânia;-;-;1975;Espumantes
Uruguai;-;-;1975;Espumantes
Não consta na tabela;-;-;1975;Espumantes
Não declarados;-;-;1975;Espumantes
Outros;13.096;17.961;1975;Espumantes
Total;122.805;180.623;1975;Espumantes
Argélia;-;-;1975;Uvas frescas
Argentina;527.100;313.210;1975;Uvas frescas
Brasil;-;-;1975;Uvas frescas
Chile;2.276.355;1.261.496;1975;Uvas frescas
Colômbia;300.449;229.579;1975;Uvas frescas
Egito;-;-;1975;Uvas frescas
Espanha;116.765;55.435;1975;Uvas frescas
Estados Unidos;49.955;33.535;1975;Uvas frescas
Grécia;-;-;1975;Uvas frescas
Itália;-;-;1975;Uvas frescas
México;-;-;1975;Uvas frescas
Peru;-;-;1975;Uvas frescas
Paraguai;-;-;1975;Uvas frescas
Portugal;-;-;1975;Uvas frescas
Panamá;-;-;1975;Uvas frescas
Reino Unido;-;-;1975;Uvas frescas
Uruguai;-;-;1975;Uvas frescas
Venezuela;12.734;20.457;1975;Uvas frescas
Não consta na tabela;-;-;1975;Uvas frescas
Outros;-;-;1975;Uvas frescas
Total;3.283.358;1.913.712;1975;Uvas frescas
Afeganistão;-;-;1975;Uvas passas
África do Sul;72.000;54.360;1975;Uvas passas
Alemanha, República Democrática;29.988;2.283;1975;Uvas passas
Arábia Saudita;-;-;1975;Uvas passas
Argentina;1.583.972;1.142.114;1975;Uvas passas
Austrália;66.750;59.852;1975;Uvas passas
Bélgica;-;-;1975;Uvas passas
Chile;555.818;714.754;1975;Uvas passas
China;-;-;1975;Uvas passas
China Continental;-;-;1975;Uvas passas
Cingapura;-;-;1975;Uvas passas
Costa Rica;-;-;1975;Uvas passas
Emirados;-;-;1975;Uvas passas
Espanha;7.500;15.495;1975;Uvas passas
Estados Unidos;494.268;674.204;1975;Uvas passas
França;-;-;1975;Uvas passas
Grécia;28.335;22.989;1975;Uvas passas
Guiana Britânica;-;-;1975;Uvas passas
Índia;-;-;1975;Uvas passas
Irã;5;0;1975;Uvas passas
Itália;150.000;80.854;1975;Uvas passas
Japão;-;-;1975;Uvas passas
México;234.900;293.712;1975;Uvas passas
Países Baixos;-;-;1975;Uvas passas
Paraguai;20.000;12.000;1975;Uvas passas
Peru;-;-;1975;Uvas passas
Portugal;-;-;1975;Uvas passas
Reino Unido;-;-;1975;Uvas passas
Suécia;-;-;1975;Uvas passas
Turquia;7.000;4.571;1975;Uvas passas
Uruguai;-;-;1975;Uvas passas
Uzbequistão;-;-;1975;Uvas passas
Venezuela;2.240;6.252;1975;Uvas passas
Não consta na tabela;-;-;1975;Uvas passas
Outros;-;-;1975;Uvas passas
Total;3.252.776;3.083.440;1975;Uvas passas
Africa do Sul;-;-;1975;Suco de uva
Alemanha;5;1;1975;Suco de uva
Argentina;6;5;1975;Suco de uva
Austria;-;-;1975;Suco de uva
Canadá;-;-;1975;Suco de uva
Coreia do Sul, República;-;-;1975;Suco de uva
Coreia do Norte, República;-;-;1975;Suco de uva
Chile;-;-;1975;Suco de uva
China;-;-;1975;Suco de uva
Dinamarca;-;-;1975;Suco de uva
Espanha;-;-;1975;Suco de uva
Estados Unidos;3.364;859;1975;Suco de uva
França;-;-;1975;Suco de uva
Guiana;-;-;1975;Suco de uva
Israel;225;112;1975;Suco de uva
itália;-;-;1975;Suco de uva
Japão;-;-;1975;Suco de uva
Líbano;-;-;1975;Suco de uva
México;-;-;1975;Suco de uva
Países Baixos;-;-;1975;Suco de uva
Panamá;-;-;1975;Suco de uva
Peru;-;-;1975;Suco de uva
Portugal;-;-;1975;Suco de uva
Reino Unido;-;-;1975;Suco de uva
Taiwan;-;-;1975;Suco de uva
Turquia;-;-;1975;Suco de uva
Uruguai;-;-;1975;Suco de uva
Venezuela;-;-;1975;Suco de uva
Outros;-;-;1975;Suco de uva
Total;3.600;977;1975;Suco de uva
Africa do Sul;-;-;1976;Vinhos de mesa
Alemanha;168.134;171.308;1976;Vinhos de mesa
Argélia;-;-;1976;Vinhos de mesa
Arábia Saudita;-;-;1976;Vinhos de mesa
Argentina;348.653;277.507;1976;Vinhos de mesa
Armênia;-;-;1976;Vinhos de mesa
Austrália;-;-;1976;Vinhos de mesa
Áustria;-;-;1976;Vinhos de mesa
Bermudas;-;-;1976;Vinhos de mesa
Bélgica;-;-;1976;Vinhos de mesa
Bolívia;-;-;1976;Vinhos de mesa
Bósnia-Herzegovina;-;-;1976;Vinhos de mesa
Brasil;-;-;1976;Vinhos de mesa
Bulgária;-;-;1976;Vinhos de mesa
Canada;-;-;1976;Vinhos de mesa
Chile;2.175.650;1.574.474;1976;Vinhos de mesa
China;-;-;1976;Vinhos de mesa
Coreia do Sul, República;-;-;1976;Vinhos de mesa
Croácia;-;-;1976;Vinhos de mesa
Cuba;-;-;1976;Vinhos de mesa
Emirados Árabes Unidos;-;-;1976;Vinhos de mesa
Eslovênia;-;-;1976;Vinhos de mesa
Eslováquia;-;-;1976;Vinhos de mesa
Espanha;52.474;41.000;1976;Vinhos de mesa
Estados Unidos;1.800;2.575;1976;Vinhos de mesa
França;284.613;423.696;1976;Vinhos de mesa
Geórgia;-;-;1976;Vinhos de mesa
Geórgia do Sul e Sandwich do Sul, Ilhas;-;-;1976;Vinhos de mesa
Grécia;-;-;1976;Vinhos de mesa
Hong Kong;-;-;1976;Vinhos de mesa
Hungria;-;-;1976;Vinhos de mesa
Indonésia;-;-;1976;Vinhos de mesa
Irlanda;-;-;1976;Vinhos de mesa
Israel;-;-;1976;Vinhos de mesa
Itália;304.377;276.633;1976;Vinhos de mesa
Japão;-;-;1976;Vinhos de mesa
Iugoslávia;2.100;1.870;1976;Vinhos de mesa
Líbano;-;-;1976;Vinhos de mesa
Luxemburgo;-;-;1976;Vinhos de mesa
Macedônia;-;-;1976;Vinhos de mesa
Marrocos;-;-;1976;Vinhos de mesa
México;-;-;1976;Vinhos de mesa
Moldávia;-;-;1976;Vinhos de mesa
Montenegro;-;-;1976;Vinhos de mesa
Noruega;-;-;1976;Vinhos de mesa
Nova Zelândia;-;-;1976;Vinhos de mesa
Países Baixos (Holanda);-;-;1976;Vinhos de mesa
Panamá;-;-;1976;Vinhos de mesa
Peru;-;-;1976;Vinhos de mesa
Porto Rico;-;-;1976;Vinhos de mesa
Portugal;2.284.423;1.872.573;1976;Vinhos de mesa
Reino Unido;-;-;1976;Vinhos de mesa
Republica Dominicana;-;-;1976;Vinhos de mesa
Romênia;-;-;1976;Vinhos de mesa
Rússia;-;-;1976;Vinhos de mesa
San Marino;-;-;1976;Vinhos de mesa
Sérvia;-;-;1976;Vinhos de mesa
Síria;-;-;1976;Vinhos de mesa
Suazilândia;-;-;1976;Vinhos de mesa
Suíça;-;-;1976;Vinhos de mesa
Tcheca, República;-;-;1976;Vinhos de mesa
Tunísia;-;-;1976;Vinhos de mesa
Turquia;-;-;1976;Vinhos de mesa
