cultivar;quantidade;ano;opcao;sem_definicao
-;197.232;1972;Sem classificação;Sem classificação
-;197.232;1972;Sem classificação;Total
TINTAS;8.213.674;1973;Viníferas;-
Alicante Bouschet;-;1973;Viníferas;-
Ancelota;-;1973;Viníferas;-
Aramon;-;1973;Viníferas;-
Alfrocheiro;-;1973;Viníferas;-
Arinarnoa;-;1973;Viníferas;-
Aspirant Bouschet;-;1973;Viníferas;-
Barbera;3.152.247;1973;Viníferas;-
Bonarda;885.582;1973;Viníferas;-
Cabernet Franc;1.360.672;1973;Viníferas;-
Cabernet Sauvignon;-;1973;Viníferas;-
Caladoc;-;1973;Viníferas;-
Campanario;-;1973;Viníferas;-
Canaiolo;257.854;1973;Viníferas;-
Carignan;5.693;1973;Viníferas;-
Carmenere;4.150;1973;Viníferas;-
Castelão;-;1973;Viníferas;-
Corvina;-;1973;Viníferas;-
Croatina;-;1973;Viníferas;-
Cinsaut;-;1973;Viníferas;-
Dom Felder;-;1973;Viníferas;-
Dolcetto;-;1973;Viníferas;-
Durif;-;1973;Viníferas;-
Egiodola;-;1973;Viníferas;-
Ekigaina;-;1973;Viníferas;-
Festival (Sugraone);-;1973;Viníferas;-
Franconia;-;1973;Viníferas;-
Freisa;-;1973;Viníferas;-
Gamay St Romain;-;1973;Viníferas;-
Gamay Beaujolais;-;1973;Viníferas;-
Grand Noir;-;1973;Viníferas;-
Grenache;4.924;1973;Viníferas;-
Jaen;-;1973;Viníferas;-
Lagrein;-;1973;Viníferas;-
Lambrusco;-;1973;Viníferas;-
Malbec;200;1973;Viníferas;-
Marzemina;49.930;1973;Viníferas;-
Merlot;263.765;1973;Viníferas;-
Marselan;-;1973;Viníferas;-
Molinera;-;1973;Viníferas;-
Montepulciano;-;1973;Viníferas;-
Moscato Bailey;-;1973;Viníferas;-
Napa Gamay;-;1973;Viníferas;-
Nebbiolo;-;1973;Viníferas;-
Petit Verdot;-;1973;Viníferas;-
Petite Sirah;-;1973;Viníferas;-
Pinotage;-;1973;Viníferas;-
Pinot Noir;10.433;1973;Viníferas;-
Pinot Saint George;-;1973;Viníferas;-
Piriquita;-;1973;Viníferas;-
Rebo;-;1973;Viníferas;-
Refosco;-;1973;Viníferas;-
Rondinella;-;1973;Viníferas;-
Ruby Cabernet;-;1973;Viníferas;-
Sangiovese;38.315;1973;Viníferas;-
Sira (falsa);2.179.909;1973;Viníferas;-
Tannat;-;1973;Viníferas;-
Tempranillo;-;1973;Viníferas;-
Teroldego;-;1973;Viníferas;-
Torrontes;-;1973;Viníferas;-
Tinta Barroca;-;1973;Viníferas;-
Touriga Francesa;-;1973;Viníferas;-
Touriga Nacional;-;1973;Viníferas;-
Tinta Madeira;-;1973;Viníferas;-
Tintoria;-;1973;Viníferas;-
Trincdeira;-;1973;Viníferas;-
Trousseau;-;1973;Viníferas;-
Zinfandel;-;1973;Viníferas;-
Outras1;-;1973;Viníferas;-
BRANCAS E ROSADAS;12.213.901;1973;Viníferas;-
Aliatico;-;1973;Viníferas;-
Aligote;-;1973;Viníferas;-
Altesse;-;1973;Viníferas;-
Alvarinho;-;1973;Viníferas;-
Arriloba;-;1973;Viníferas;-
Auxerrois;-;1973;Viníferas;-
Burger;-;1973;Viníferas;-
Chardonnay;-;1973;Viníferas;-
Chasselas;-;1973;Viníferas;-
Chenin Blanc;-;1973;Viníferas;-
Clairette(1);94.006;1973;Viníferas;-
Colombard;-;1973;Viníferas;-
Flora;-;1973;Viníferas;-
Garganega;-;1973;Viníferas;-
Gewurztraminer;-;1973;Viníferas;-
Gouveio;-;1973;Viníferas;-
Gros Manseng;-;1973;Viníferas;-
Italia (Pirovano 65) (PE);-;1973;Viníferas;-
Maccabeo;-;1973;Viníferas;-
Malvasia;645.868;1973;Viníferas;-
Malvasia Amarela;-;1973;Viníferas;-
Malvasia Bianca;-;1973;Viníferas;-
Malvasia Chianti;-;1973;Viníferas;-
Malvasia Verde;-;1973;Viníferas;-
Malvasia di Candia;-;1973;Viníferas;-
Malvasia Istriana;-;1973;Viníferas;-
Mistura de uvas viníferas branco;-;1973;Viníferas;-
Mistura de uvas viníferas rosado;-;1973;Viníferas;-
Moscato Branco;3.490.996;1973;Viníferas;-
Moscato Canelli;-;1973;Viníferas;-
Moscato Giallo;-;1973;Viníferas;-
Moscato Nazareno;-;1973;Viníferas;-
Moscato Bianco R2;-;1973;Viníferas;-
Moscato de Alexandria;-;1973;Viníferas;-
Moscato Rosado;-;1973;Viníferas;-
Muscat à Petits Grains;-;1973;Viníferas;-
Muller Thurgau;-;1973;Viníferas;-
Muscadelle;-;1973;Viníferas;-
Ora;-;1973;Viníferas;-
Palomino;-;1973;Viníferas;-
Petit Manseng;-;1973;Viníferas;-
Peverella;1.416.283;1973;Viníferas;-
Pinot Blanc;-;1973;Viníferas;-
Pinot Gris;-;1973;Viníferas;-
Prosecco;-;1973;Viníferas;-
Red Veltliner;-;1973;Viníferas;-
Riesling Italico;402.329;1973;Viníferas;-
Riesling Renano;-;1973;Viníferas;-
Sauvignon Blanc(2);12.886;1973;Viníferas;-
Sauvignon Gris;-;1973;Viníferas;-
Seara Nova;-;1973;Viníferas;-
Semillon;20.447;1973;Viníferas;-
Schonburger;-;1973;Viníferas;-
Sylvaner;-;1973;Viníferas;-
Tocai Friulano;-;1973;Viníferas;-
Trebbiano;5.722.394;1973;Viníferas;-
Trebbiano Toscano;-;1973;Viníferas;-
Verdea;1.864;1973;Viníferas;-
Verdelho;-;1973;Viníferas;-
Verdiso;-;1973;Viníferas;-
Vermentino;6.153;1973;Viníferas;-
Vernaccia;65.995;1973;Viníferas;-
Viognier;-;1973;Viníferas;-
Outras(3);334.680;1973;Viníferas;-
Total;20.427.575;1973;Viníferas;-
TINTAS;161.593.877;1973;Americanas e híbridas;-
Bacarina;58.690;1973;Americanas e híbridas;-
Bailey;-;1973;Americanas e híbridas;-
Bordo;5.584.243;1973;Americanas e híbridas;-
Bourdin (S);-;1973;Americanas e híbridas;-
BRS Carmen;-;1973;Americanas e híbridas;-
BRS Cora;-;1973;Americanas e híbridas;-
BRS Magna;-;1973;Americanas e híbridas;-
BRS Margot;-;1973;Americanas e híbridas;-
BRS Morena;-;1973;Americanas e híbridas;-
BRS Rúbea;-;1973;Americanas e híbridas;-
BRS Violeta;-;1973;Americanas e híbridas;-
BRS Vitória;-;1973;Americanas e híbridas;-
Champagnon (Champanheta);-;1973;Americanas e híbridas;-
Coleções;-;1973;Americanas e híbridas;-
Concord;1.850.704;1973;Americanas e híbridas;-
Concord clone 30;-;1973;Americanas e híbridas;-
Couderc;2.602.220;1973;Americanas e híbridas;-
Cynthiana(1);360.571;1973;Americanas e híbridas;-
Herbemont;33.214.347;1973;Americanas e híbridas;-
IAC 138022;-;1973;Americanas e híbridas;-
Isabel;109.787.700;1973;Americanas e híbridas;-
Isabel Precoce;-;1973;Americanas e híbridas;-
Jacquez;302.686;1973;Americanas e híbridas;-
Kyoko;-;1973;Americanas e híbridas;-
Landot;80.995;1973;Americanas e híbridas;-
Mistura de uvas americanas tinto;-;1973;Americanas e híbridas;-
Oberlin;9.483;1973;Americanas e híbridas;-
Othello;17.358;1973;Americanas e híbridas;-
Paco;-;1973;Americanas e híbridas;-
Patricia;-;1973;Americanas e híbridas;-
Seibel;7.724.880;1973;Americanas e híbridas;-
Seibel 2 (seibeleto);-;1973;Americanas e híbridas;-
Seyve Willard (Tinta);-;1973;Americanas e híbridas;-
Vênus;-;1973;Americanas e híbridas;-
BRANCAS E ROSADAS;231.984;1973;Americanas e híbridas;-
Baco;-;1973;Americanas e híbridas;-
Bokay;-;1973;Americanas e híbridas;-
BRS Clara;-;1973;Americanas e híbridas;-
BRS Lorena;-;1973;Americanas e híbridas;-
Couderc 13;-;1973;Americanas e híbridas;-
Delaware;-;1973;Americanas e híbridas;-
Dona Zillá;-;1973;Americanas e híbridas;-
Dut Chess;-;1973;Americanas e híbridas;-
Goethe;113.941;1973;Americanas e híbridas;-
IAC;-;1973;Americanas e híbridas;-
Juliana;-;1973;Americanas e híbridas;-
Martha;5.126;1973;Americanas e híbridas;-
Mistura de uvas americanas;-;1973;Americanas e híbridas;-
Moscato Embrapa;-;1973;Americanas e híbridas;-
Niagara;112.917;1973;Americanas e híbridas;-
Niagara Branca;-;1973;Americanas e híbridas;-
Niagara Rosada;-;1973;Americanas e híbridas;-
Poloske;-;1973;Americanas e híbridas;-
Seleções;-;1973;Americanas e híbridas;-
Seyve Villard;-;1973;Americanas e híbridas;-
Seyve Villard 5276;-;1973;Americanas e híbridas;-
Seyve Villard 12375;-;1973;Americanas e híbridas;-
Tardia de Caxias;-;1973;Americanas e híbridas;-
Outras(2);-;1973;Americanas e híbridas;-
Total;161.825.861;1973;Americanas e híbridas;-
TINTAS;8.939;1973;Uvas de mesa;-
Alphonse Lavallee;7.690;1973;Uvas de mesa;-
Moscato de Hamburgo;1.249;1973;Uvas de mesa;-
BRANCAS;8.052;1973;Uvas de mesa;-
Cardinal;-;1973;Uvas de mesa;-
Golden Queen;7.312;1973;Uvas de mesa;-
Patrícia;-;1973;Uvas de mesa;-
Perlona;-;1973;Uvas de mesa;-
Italia;740;1973;Uvas de mesa;-
Rubi (Itália, Itália Ro);-;1973;Uvas de mesa;-
Total;16.991;1973;Uvas de mesa;-
-;491.357;1973;Sem classificação;Sem classificação
-;491.357;1973;Sem classificação;Total
TINTAS;17.457.849;1974;Viníferas;-
Alicante Bouschet;-;1974;Viníferas;-
Ancelota;-;1974;Viníferas;-
Aramon;-;1974;Viníferas;-
Alfrocheiro;-;1974;Viníferas;-
Arinarnoa;-;1974;Viníferas;-
Aspirant Bouschet;-;1974;Viníferas;-
Barbera;8.334.170;1974;Viníferas;-
Bonarda;1.888.558;1974;Viníferas;-
Cabernet Franc;2.909.343;1974;Viníferas;-
Cabernet Sauvignon;-;1974;Viníferas;-
Caladoc;-;1974;Viníferas;-
Campanario;-;1974;Viníferas;-
Canaiolo;372.657;1974;Viníferas;-
Carignan;4.535;1974;Viníferas;-
Carmenere;33.114;1974;Viníferas;-
Castelão;-;1974;Viníferas;-
Corvina;-;1974;Viníferas;-
Croatina;-;1974;Viníferas;-
Cinsaut;-;1974;Viníferas;-
Dom Felder;-;1974;Viníferas;-
Dolcetto;-;1974;Viníferas;-
Durif;-;1974;Viníferas;-
Egiodola;-;1974;Viníferas;-
Ekigaina;-;1974;Viníferas;-
Festival (Sugraone);-;1974;Viníferas;-
Franconia;-;1974;Viníferas;-
Freisa;713;1974;Viníferas;-
Gamay St Romain;-;1974;Viníferas;-
Gamay Beaujolais;-;1974;Viníferas;-
Grand Noir;-;1974;Viníferas;-
Grenache;19.945;1974;Viníferas;-
Jaen;-;1974;Viníferas;-
Lagrein;-;1974;Viníferas;-
Lambrusco;-;1974;Viníferas;-
Malbec;6.167;1974;Viníferas;-
Marzemina;136.790;1974;Viníferas;-
Merlot;1.050.036;1974;Viníferas;-
Marselan;-;1974;Viníferas;-
Molinera;-;1974;Viníferas;-
Montepulciano;-;1974;Viníferas;-
Moscato Bailey;-;1974;Viníferas;-
Napa Gamay;-;1974;Viníferas;-
Nebbiolo;-;1974;Viníferas;-
Petit Verdot;-;1974;Viníferas;-
Petite Sirah;-;1974;Viníferas;-
Pinotage;-;1974;Viníferas;-
Pinot Noir;18.178;1974;Viníferas;-
Pinot Saint George;-;1974;Viníferas;-
Piriquita;-;1974;Viníferas;-
Rebo;-;1974;Viníferas;-
Refosco;-;1974;Viníferas;-
Rondinella;-;1974;Viníferas;-
Ruby Cabernet;-;1974;Viníferas;-
Sangiovese;59.834;1974;Viníferas;-
Sira (falsa);2.623.809;1974;Viníferas;-
Tannat;-;1974;Viníferas;-
Tempranillo;-;1974;Viníferas;-
Teroldego;-;1974;Viníferas;-
Torrontes;-;1974;Viníferas;-
Tinta Barroca;-;1974;Viníferas;-
Touriga Francesa;-;1974;Viníferas;-
Touriga Nacional;-;1974;Viníferas;-
Tinta Madeira;-;1974;Viníferas;-
Tintoria;-;1974;Viníferas;-
Trincdeira;-;1974;Viníferas;-
Trousseau;-;1974;Viníferas;-
Zinfandel;-;1974;Viníferas;-
Outras1;-;1974;Viníferas;-
BRANCAS E ROSADAS;25.625.874;1974;Viníferas;-
Aliatico;-;1974;Viníferas;-
Aligote;618;1974;Viníferas;-
Altesse;-;1974;Viníferas;-
Alvarinho;-;1974;Viníferas;-
Arriloba;-;1974;Viníferas;-
Auxerrois;-;1974;Viníferas;-
Burger;-;1974;Viníferas;-
Chardonnay;-;1974;Viníferas;-
Chasselas;-;1974;Viníferas;-
Chenin Blanc;-;1974;Viníferas;-
Clairette(1);116.154;1974;Viníferas;-
Colombard;-;1974;Viníferas;-
Flora;-;1974;Viníferas;-
Garganega;-;1974;Viníferas;-
Gewurztraminer;-;1974;Viníferas;-
Gouveio;-;1974;Viníferas;-
Gros Manseng;-;1974;Viníferas;-
Italia (Pirovano 65) (PE);-;1974;Viníferas;-
Maccabeo;-;1974;Viníferas;-
Malvasia;795.847;1974;Viníferas;-
Malvasia Amarela;-;1974;Viníferas;-
Malvasia Bianca;-;1974;Viníferas;-
Malvasia Chianti;-;1974;Viníferas;-
Malvasia Verde;-;1974;Viníferas;-
Malvasia di Candia;-;1974;Viníferas;-
Malvasia Istriana;-;1974;Viníferas;-
Mistura de uvas viníferas branco;-;1974;Viníferas;-
Mistura de uvas viníferas rosado;-;1974;Viníferas;-
Moscato Branco;10.348.989;1974;Viníferas;-
Moscato Canelli;-;1974;Viníferas;-
Moscato Giallo;-;1974;Viníferas;-
Moscato Nazareno;-;1974;Viníferas;-
Moscato Bianco R2;-;1974;Viníferas;-
Moscato de Alexandria;-;1974;Viníferas;-
Moscato Rosado;-;1974;Viníferas;-
Muscat à Petits Grains;-;1974;Viníferas;-
Muller Thurgau;-;1974;Viníferas;-
Muscadelle;-;1974;Viníferas;-
Ora;-;1974;Viníferas;-
Palomino;-;1974;Viníferas;-
Petit Manseng;-;1974;Viníferas;-
Peverella;1.596.138;1974;Viníferas;-
Pinot Blanc;-;1974;Viníferas;-
Pinot Gris;-;1974;Viníferas;-
Prosecco;-;1974;Viníferas;-
Red Veltliner;-;1974;Viníferas;-
Riesling Italico;1.413.722;1974;Viníferas;-
Riesling Renano;-;1974;Viníferas;-
Sauvignon Blanc(2);71.812;1974;Viníferas;-
Sauvignon Gris;-;1974;Viníferas;-
Seara Nova;-;1974;Viníferas;-
Semillon;91.675;1974;Viníferas;-
Schonburger;-;1974;Viníferas;-
Sylvaner;-;1974;Viníferas;-
Tocai Friulano;-;1974;Viníferas;-
Trebbiano;10.863.544;1974;Viníferas;-
Trebbiano Toscano;-;1974;Viníferas;-
Verdea;3.216;1974;Viníferas;-
Verdelho;-;1974;Viníferas;-
Verdiso;-;1974;Viníferas;-
Vermentino;8.954;1974;Viníferas;-
Vernaccia;114.553;1974;Viníferas;-
Viognier;-;1974;Viníferas;-
Outras(3);200.652;1974;Viníferas;-
Total;43.083.723;1974;Viníferas;-
TINTAS;295.404.693;1974;Americanas e híbridas;-
Bacarina;138.158;1974;Americanas e híbridas;-
Bailey;-;1974;Americanas e híbridas;-
Bordo;13.341.412;1974;Americanas e híbridas;-
Bourdin (S);-;1974;Americanas e híbridas;-
BRS Carmen;-;1974;Americanas e híbridas;-
BRS Cora;-;1974;Americanas e híbridas;-
BRS Magna;-;1974;Americanas e híbridas;-
BRS Margot;-;1974;Americanas e híbridas;-
BRS Morena;-;1974;Americanas e híbridas;-
BRS Rúbea;-;1974;Americanas e híbridas;-
BRS Violeta;-;1974;Americanas e híbridas;-
BRS Vitória;-;1974;Americanas e híbridas;-
Champagnon (Champanheta);-;1974;Americanas e híbridas;-
Coleções;-;1974;Americanas e híbridas;-
Concord;5.218.933;1974;Americanas e híbridas;-
Concord clone 30;-;1974;Americanas e híbridas;-
Couderc;5.057.735;1974;Americanas e híbridas;-
Cynthiana(1);605.039;1974;Americanas e híbridas;-
Herbemont;65.865.189;1974;Americanas e híbridas;-
IAC 138022;-;1974;Americanas e híbridas;-
Isabel;191.946.376;1974;Americanas e híbridas;-
Isabel Precoce;-;1974;Americanas e híbridas;-
Jacquez;847.092;1974;Americanas e híbridas;-
Kyoko;-;1974;Americanas e híbridas;-
Landot;103.456;1974;Americanas e híbridas;-
Mistura de uvas americanas tinto;-;1974;Americanas e híbridas;-
Oberlin;47.350;1974;Americanas e híbridas;-
Othello;54.730;1974;Americanas e híbridas;-
Paco;-;1974;Americanas e híbridas;-
Patricia;-;1974;Americanas e híbridas;-
Seibel;12.179.223;1974;Americanas e híbridas;-
Seibel 2 (seibeleto);-;1974;Americanas e híbridas;-
Seyve Willard (Tinta);-;1974;Americanas e híbridas;-
Vênus;-;1974;Americanas e híbridas;-
BRANCAS E ROSADAS;2.865.338;1974;Americanas e híbridas;-
Baco;-;1974;Americanas e híbridas;-
Bokay;-;1974;Americanas e híbridas;-
BRS Clara;-;1974;Americanas e híbridas;-
BRS Lorena;-;1974;Americanas e híbridas;-
Couderc 13;-;1974;Americanas e híbridas;-
Delaware;-;1974;Americanas e híbridas;-
Dona Zillá;-;1974;Americanas e híbridas;-
Dut Chess;-;1974;Americanas e híbridas;-
Goethe;371.399;1974;Americanas e híbridas;-
IAC;-;1974;Americanas e híbridas;-
Juliana;-;1974;Americanas e híbridas;-
Martha;17.486;1974;Americanas e híbridas;-
Mistura de uvas americanas;-;1974;Americanas e híbridas;-
Moscato Embrapa;-;1974;Americanas e híbridas;-
Niagara;2.476.453;1974;Americanas e híbridas;-
Niagara Branca;-;1974;Americanas e híbridas;-
Niagara Rosada;-;1974;Americanas e híbridas;-
Poloske;-;1974;Americanas e híbridas;-
Seleções;-;1974;Americanas e híbridas;-
Seyve Villard;-;1974;Americanas e híbridas;-
Seyve Villard 5276;-;1974;Americanas e híbridas;-
Seyve Villard 12375;-;1974;Americanas e híbridas;-
Tardia de Caxias;-;1974;Americanas e híbridas;-
Outras(2);-;1974;Americanas e híbridas;-
Total;298.270.031;1974;Americanas e híbridas;-
TINTAS;125.563;1974;Uvas de mesa;-
Alphonse Lavallee;124.762;1974;Uvas de mesa;-
Moscato de Hamburgo;801;1974;Uvas de mesa;-
BRANCAS;278.951;1974;Uvas de mesa;-
Cardinal;-;1974;Uvas de mesa;-
Golden Queen;8.467;1974;Uvas de mesa;-
Patrícia;-;1974;Uvas de mesa;-
Perlona;1.695;1974;Uvas de mesa;-
Italia;268.789;1974;Uvas de mesa;-
Rubi (Itália, Itália Ro);-;1974;Uvas de mesa;-
Total;404.514;1974;Uvas de mesa;-
-;57.307;1974;Sem classificação;Sem classificação
-;57.307;1974;Sem classificação;Total
TINTAS;22.593.885;1975;Viníferas;-
Alicante Bouschet;-;1975;Viníferas;-
Ancelota;-;1975;Viníferas;-
Aramon;-;1975;Viníferas;-
Alfrocheiro;-;1975;Viníferas;-
Arinarnoa;-;1975;Viníferas;-
Aspirant Bouschet;-;1975;Viníferas;-
Barbera;9.017.873;1975;Viníferas;-
Bonarda;2.564.146;1975;Viníferas;-
Cabernet Franc;4.262.538;1975;Viníferas;-
Cabernet Sauvignon;-;1975;Viníferas;-
Caladoc;-;1975;Viníferas;-
Campanario;-;1975;Viníferas;-
Canaiolo;730.961;1975;Viníferas;-
Carignan;-;1975;Viníferas;-
Carmenere;54.120;1975;Viníferas;-
Castelão;-;1975;Viníferas;-
Corvina;-;1975;Viníferas;-
Croatina;-;1975;Viníferas;-
Cinsaut;-;1975;Viníferas;-
Dom Felder;-;1975;Viníferas;-
Dolcetto;-;1975;Viníferas;-
Durif;-;1975;Viníferas;-
Egiodola;-;1975;Viníferas;-
Ekigaina;-;1975;Viníferas;-
Festival (Sugraone);-;1975;Viníferas;-
Franconia;-;1975;Viníferas;-
Freisa;1.713;1975;Viníferas;-
Gamay St Romain;3.498;1975;Viníferas;-
Gamay Beaujolais;-;1975;Viníferas;-
Grand Noir;3.056;1975;Viníferas;-
Grenache;30.867;1975;Viníferas;-
Jaen;-;1975;Viníferas;-
Lagrein;-;1975;Viníferas;-
Lambrusco;-;1975;Viníferas;-
Malbec;2.012;1975;Viníferas;-
Marzemina;132.188;1975;Viníferas;-
Merlot;1.409.406;1975;Viníferas;-
Marselan;-;1975;Viníferas;-
Molinera;-;1975;Viníferas;-
Montepulciano;-;1975;Viníferas;-
Moscato Bailey;-;1975;Viníferas;-
Napa Gamay;-;1975;Viníferas;-
Nebbiolo;-;1975;Viníferas;-
Petit Verdot;-;1975;Viníferas;-
Petite Sirah;-;1975;Viníferas;-
Pinotage;-;1975;Viníferas;-
Pinot Noir;14.724;1975;Viníferas;-
Pinot Saint George;-;1975;Viníferas;-
Piriquita;-;1975;Viníferas;-
Rebo;-;1975;Viníferas;-
Refosco;-;1975;Viníferas;-
Rondinella;-;1975;Viníferas;-
Ruby Cabernet;-;1975;Viníferas;-
Sangiovese;63.279;1975;Viníferas;-
Sira (falsa);4.303.504;1975;Viníferas;-
Tannat;-;1975;Viníferas;-
Tempranillo;-;1975;Viníferas;-
Teroldego;-;1975;Viníferas;-
Torrontes;-;1975;Viníferas;-
Tinta Barroca;-;1975;Viníferas;-
Touriga Francesa;-;1975;Viníferas;-
Touriga Nacional;-;1975;Viníferas;-
Tinta Madeira;-;1975;Viníferas;-
Tintoria;-;1975;Viníferas;-
Trincdeira;-;1975;Viníferas;-
Trousseau;-;1975;Viníferas;-
Zinfandel;-;1975;Viníferas;-
Outras1;-;1975;Viníferas;-
BRANCAS E ROSADAS;29.361.700;1975;Viníferas;-
Aliatico;-;1975;Viníferas;-
Aligote;5.009;1975;Viníferas;-
Altesse;-;1975;Viníferas;-
Alvarinho;-;1975;Viníferas;-
Arriloba;-;1975;Viníferas;-
Auxerrois;-;1975;Viníferas;-
Burger;-;1975;Viníferas;-
Chardonnay;-;1975;Viníferas;-
Chasselas;-;1975;Viníferas;-
Chenin Blanc;-;1975;Viníferas;-
Clairette(1);139.266;1975;Viníferas;-
Colombard;-;1975;Viníferas;-
Flora;-;1975;Viníferas;-
Garganega;-;1975;Viníferas;-
Gewurztraminer;-;1975;Viníferas;-
Gouveio;-;1975;Viníferas;-
Gros Manseng;-;1975;Viníferas;-
Italia (Pirovano 65) (PE);-;1975;Viníferas;-
Maccabeo;-;1975;Viníferas;-
Malvasia;1.405.733;1975;Viníferas;-
Malvasia Amarela;-;1975;Viníferas;-
Malvasia Bianca;-;1975;Viníferas;-
Malvasia Chianti;-;1975;Viníferas;-
Malvasia Verde;-;1975;Viníferas;-
Malvasia di Candia;-;1975;Viníferas;-
Malvasia Istriana;-;1975;Viníferas;-
Mistura de uvas viníferas branco;-;1975;Viníferas;-
Mistura de uvas viníferas rosado;-;1975;Viníferas;-
Moscato Branco;8.716.599;1975;Viníferas;-
Moscato Canelli;-;1975;Viníferas;-
Moscato Giallo;-;1975;Viníferas;-
Moscato Nazareno;-;1975;Viníferas;-
Moscato Bianco R2;-;1975;Viníferas;-
Moscato de Alexandria;-;1975;Viníferas;-
Moscato Rosado;-;1975;Viníferas;-
Muscat à Petits Grains;-;1975;Viníferas;-
Muller Thurgau;-;1975;Viníferas;-
Muscadelle;-;1975;Viníferas;-
Ora;-;1975;Viníferas;-
Palomino;715;1975;Viníferas;-
Petit Manseng;-;1975;Viníferas;-
Peverella;2.648.598;1975;Viníferas;-
Pinot Blanc;479;1975;Viníferas;-
Pinot Gris;-;1975;Viníferas;-
Prosecco;-;1975;Viníferas;-
Red Veltliner;-;1975;Viníferas;-
Riesling Italico;1.549.553;1975;Viníferas;-
Riesling Renano;-;1975;Viníferas;-
Sauvignon Blanc(2);43.487;1975;Viníferas;-
Sauvignon Gris;-;1975;Viníferas;-
Seara Nova;-;1975;Viníferas;-
Semillon;99.569;1975;Viníferas;-
Schonburger;-;1975;Viníferas;-
Sylvaner;-;1975;Viníferas;-
Tocai Friulano;-;1975;Viníferas;-
Trebbiano;14.335.368;1975;Viníferas;-
Trebbiano Toscano;-;1975;Viníferas;-
Verdea;4.264;1975;Viníferas;-
Verdelho;-;1975;Viníferas;-
Verdiso;-;1975;Viníferas;-
Vermentino;7.070;1975;Viníferas;-
Vernaccia;135.975;1975;Viníferas;-
Viognier;-;1975;Viníferas;-
Outras(3);270.015;1975;Viníferas;-
Total;51.955.585;1975;Viníferas;-
TINTAS;282.003.228;1975;Americanas e híbridas;-
Bacarina;101.454;1975;Americanas e híbridas;-
Bailey;-;1975;Americanas e híbridas;-
Bordo;16.023.998;1975;Americanas e híbridas;-
Bourdin (S);-;1975;Americanas e híbridas;-
BRS Carmen;-;1975;Americanas e híbridas;-
BRS Cora;-;1975;Americanas e híbridas;-
BRS Magna;-;1975;Americanas e híbridas;-
BRS Margot;-;1975;Americanas e híbridas;-
BRS Morena;-;1975;Americanas e híbridas;-
BRS Rúbea;-;1975;Americanas e híbridas;-
BRS Violeta;-;1975;Americanas e híbridas;-
BRS Vitória;-;1975;Americanas e híbridas;-
Champagnon (Champanheta);-;1975;Americanas e híbridas;-
Coleções;-;1975;Americanas e híbridas;-
Concord;7.361.018;1975;Americanas e híbridas;-
Concord clone 30;-;1975;Americanas e híbridas;-
Couderc;4.052.782;1975;Americanas e híbridas;-
Cynthiana(1);544.666;1975;Americanas e híbridas;-
Herbemont;48.754.240;1975;Americanas e híbridas;-
IAC 138022;-;1975;Americanas e híbridas;-
Isabel;193.394.592;1975;Americanas e híbridas;-
Isabel Precoce;-;1975;Americanas e híbridas;-
Jacquez;513.846;1975;Americanas e híbridas;-
Kyoko;-;1975;Americanas e híbridas;-
Landot;104.110;1975;Americanas e híbridas;-
Mistura de uvas americanas tinto;-;1975;Americanas e híbridas;-
Oberlin;17.264;1975;Americanas e híbridas;-
Othello;53.172;1975;Americanas e híbridas;-
Paco;-;1975;Americanas e híbridas;-
Patricia;-;1975;Americanas e híbridas;-
Seibel;11.082.086;1975;Americanas e híbridas;-
Seibel 2 (seibeleto);-;1975;Americanas e híbridas;-
